movement_id,product_id,movement_type,quantity,movement_date,reference_number,notes
707,128,Stock Out,-19,2020-10-20,INV-000707,Stock Out for BrandA Craft Paper
708,296,Return,10,2021-10-17,INV-000708,Return for Elite Coffee Beans
709,301,Return,6,2021-03-29,INV-000709,Return for Deluxe Tablet
710,442,Damaged,-3,2020-05-21,INV-000710,Damaged for Elite Board Game
711,307,Stock Out,-44,2023-05-30,INV-000711,Stock Out for BrandD Glue Set
712,197,Return,7,2023-12-15,INV-000712,Return for Premium Jeans
713,8,Stock Out,-22,2020-11-25,INV-000713,Stock Out for BrandE Cookbook
714,471,Damaged,-3,2022-05-04,INV-000714,Damaged for BrandD Car Mat
715,489,Stock In,89,2020-09-24,INV-000715,Stock In for Premium Face Cream
716,80,Return,3,2020-02-14,INV-000716,Return for BrandC Face Cream
717,271,Adjustment,-17,2022-11-12,INV-000717,Adjustment for Standard Bicycle
718,148,Adjustment,-11,2020-02-15,INV-000718,Adjustment for Premium Tablet
719,286,Return,4,2021-02-22,INV-000719,Return for Premium Tea Set
720,125,Adjustment,6,2020-06-05,INV-000720,Adjustment for Premium Speaker
721,154,Stock In,144,2023-05-11,INV-000721,Stock In for Premium Shampoo
722,384,Return,9,2022-10-12,INV-000722,Return for BrandC Tea Set
723,343,Stock Out,-29,2020-10-21,INV-000723,Stock Out for Elite Hat
724,441,Damaged,-2,2023-08-25,INV-000724,Damaged for BrandC Sneakers
725,393,Return,6,2023-05-20,INV-000725,Return for BrandE Action Figure
726,28,Stock Out,-43,2021-03-23,INV-000726,Stock Out for Premium Puzzle
727,339,Damaged,-1,2021-08-10,INV-000727,Damaged for Standard Running Shoes
728,404,Stock In,192,2023-06-09,INV-000728,Stock In for Elite Self-Help Book
729,475,Stock In,133,2020-06-23,INV-000729,Stock In for Premium Backpack
730,93,Return,1,2021-05-17,INV-000730,Return for Deluxe Jacket
731,416,Stock Out,-48,2023-10-19,INV-000731,Stock Out for Basic Shampoo
732,225,Stock Out,-4,2022-10-30,INV-000732,Stock Out for Deluxe Car Mat
733,176,Adjustment,-2,2021-07-30,INV-000733,Adjustment for BrandE Phone Mount
734,130,Stock In,145,2023-08-24,INV-000734,Stock In for BrandE Jeans
735,58,Adjustment,-5,2022-05-09,INV-000735,Adjustment for BrandE Air Freshener
736,22,Return,1,2023-09-23,INV-000736,Return for Premium Phone Mount
737,171,Stock Out,-44,2020-02-02,INV-000737,Stock Out for BrandC Jacket
738,428,Damaged,-2,2020-06-27,INV-000738,Damaged for BrandB Water Bottle
739,106,Stock Out,-31,2023-02-07,INV-000739,Stock Out for BrandB Hat
740,185,Damaged,-1,2020-11-20,INV-000740,Damaged for BrandE Paint Set
741,22,Stock In,18,2023-04-03,INV-000741,Stock In for Premium Phone Mount
742,376,Stock Out,-27,2022-09-21,INV-000742,Stock Out for BrandE Shampoo
743,12,Return,8,2022-07-26,INV-000743,Return for BrandE T-Shirt
744,155,Return,8,2021-05-06,INV-000744,Return for Elite Chocolate
745,425,Return,6,2022-07-23,INV-000745,Return for BrandE Board Game
746,179,Return,5,2022-01-01,INV-000746,Return for Premium Running Shoes
747,451,Adjustment,-1,2021-11-08,INV-000747,Adjustment for BrandA Biography
748,137,Damaged,-1,2021-03-02,INV-000748,Damaged for Basic Running Shoes
749,440,Adjustment,12,2020-08-14,INV-000749,Adjustment for Standard Sneakers
750,280,Damaged,-3,2023-11-26,INV-000750,Damaged for Premium Yoga Mat
751,261,Adjustment,-8,2022-01-03,INV-000751,Adjustment for BrandA Vitamins
752,418,Stock In,37,2020-04-13,INV-000752,Stock In for Elite Sweater
753,175,Stock Out,-25,2023-07-02,INV-000753,Stock Out for BrandA Headphones
754,325,Stock Out,-37,2021-10-07,INV-000754,Stock Out for Premium Coffee Beans
755,376,Adjustment,-7,2021-04-26,INV-000755,Adjustment for BrandE Shampoo
756,202,Stock In,147,2023-06-20,INV-000756,Stock In for BrandB Chocolate
757,4,Stock Out,-13,2023-11-16,INV-000757,Stock Out for Standard Hat
758,93,Stock Out,-13,2023-08-29,INV-000758,Stock Out for Deluxe Jacket
759,277,Stock In,62,2022-01-17,INV-000759,Stock In for Elite Camera
760,189,Stock In,89,2023-09-03,INV-000760,Stock In for BrandB Fiction Novel
761,234,Damaged,-3,2021-11-19,INV-000761,Damaged for Premium Glue Set
762,401,Stock In,128,2020-02-16,INV-000762,Stock In for BrandB Coffee Maker
763,124,Stock Out,-25,2021-05-27,INV-000763,Stock Out for Basic Sweater
764,306,Stock In,120,2020-10-10,INV-000764,Stock In for Basic Water Bottle
765,307,Return,1,2022-02-28,INV-000765,Return for BrandD Glue Set
766,43,Return,5,2020-08-05,INV-000766,Return for Deluxe Perfume
767,19,Adjustment,20,2020-09-09,INV-000767,Adjustment for Premium Tea Set
768,306,Adjustment,-1,2022-11-04,INV-000768,Adjustment for Basic Water Bottle
769,455,Return,7,2020-11-17,INV-000769,Return for BrandB Cookbook
770,275,Stock In,117,2021-08-08,INV-000770,Stock In for BrandA Sneakers
771,189,Damaged,-2,2021-06-06,INV-000771,Damaged for BrandB Fiction Novel
772,238,Stock Out,-30,2023-11-28,INV-000772,Stock Out for BrandE Paint Set
773,295,Damaged,-4,2021-05-25,INV-000773,Damaged for Basic Vitamins
774,408,Stock In,54,2023-04-09,INV-000774,Stock In for Deluxe Action Figure
775,498,Adjustment,-17,2022-06-13,INV-000775,Adjustment for BrandE Water Bottle
776,14,Damaged,-3,2022-09-05,INV-000776,Damaged for BrandB Bedding Set
777,164,Stock Out,-23,2020-12-09,INV-000777,Stock Out for BrandB Phone Mount
778,101,Stock In,50,2021-04-13,INV-000778,Stock In for BrandA Jacket
779,335,Adjustment,12,2023-06-23,INV-000779,Adjustment for Elite Paint Set
780,125,Stock Out,-30,2022-08-04,INV-000780,Stock Out for Premium Speaker
781,324,Stock In,51,2022-02-05,INV-000781,Stock In for BrandB Makeup Kit
782,299,Damaged,-2,2023-01-04,INV-000782,Damaged for Premium Craft Paper
783,84,Adjustment,13,2023-02-19,INV-000783,Adjustment for Standard Coffee Beans
784,120,Damaged,-1,2023-04-26,INV-000784,Damaged for Standard Sketchbook
785,8,Damaged,-3,2023-05-20,INV-000785,Damaged for BrandE Cookbook
786,168,Adjustment,-15,2022-02-25,INV-000786,Adjustment for BrandB Glue Set
787,149,Adjustment,19,2023-04-07,INV-000787,Adjustment for BrandC Perfume
788,35,Stock In,190,2023-12-05,INV-000788,Stock In for Basic Cookbook
789,169,Damaged,-3,2021-10-04,INV-000789,Damaged for BrandB Yoga Mat
790,463,Return,5,2021-09-03,INV-000790,Return for Deluxe Science Textbook
791,156,Return,5,2021-10-20,INV-000791,Return for BrandB Smartphone
792,256,Stock Out,-16,2023-04-11,INV-000792,Stock Out for BrandA Dress
793,235,Stock In,17,2021-06-12,INV-000793,Stock In for Elite Science Textbook
794,105,Stock In,104,2020-12-13,INV-000794,Stock In for BrandB Tent
795,246,Adjustment,-11,2022-12-13,INV-000795,Adjustment for BrandB Tablet
796,168,Return,8,2023-01-07,INV-000796,Return for BrandB Glue Set
797,101,Adjustment,1,2021-06-07,INV-000797,Adjustment for BrandA Jacket
798,72,Return,1,2020-05-21,INV-000798,Return for Basic Coffee Beans
799,457,Damaged,-5,2022-08-20,INV-000799,Damaged for Deluxe Fiction Novel
800,212,Return,10,2023-11-08,INV-000800,Return for BrandC Self-Help Book
801,163,Adjustment,-18,2020-09-12,INV-000801,Adjustment for Premium Bedding Set
802,11,Adjustment,4,2022-07-13,INV-000802,Adjustment for BrandB Perfume
803,44,Stock In,167,2023-10-22,INV-000803,Stock In for BrandD Tablet
804,397,Stock Out,-28,2022-09-30,INV-000804,Stock Out for BrandD Dress
805,434,Stock Out,-49,2023-08-07,INV-000805,Stock Out for BrandC Jeans
806,433,Adjustment,-18,2020-09-19,INV-000806,Adjustment for BrandC Fiction Novel
807,286,Damaged,-1,2020-04-27,INV-000807,Damaged for Premium Tea Set
808,194,Adjustment,-16,2022-08-03,INV-000808,Adjustment for Standard Protein Bar
809,324,Return,1,2023-07-24,INV-000809,Return for BrandB Makeup Kit
810,153,Return,4,2021-07-06,INV-000810,Return for BrandB Tire Gauge
811,493,Return,1,2023-10-10,INV-000811,Return for BrandC Perfume
812,346,Stock Out,-7,2022-04-27,INV-000812,Stock Out for Standard Puzzle
813,95,Stock In,66,2023-09-21,INV-000813,Stock In for BrandB Car Mat
814,294,Adjustment,-20,2022-09-25,INV-000814,Adjustment for BrandA Camera
815,281,Damaged,-5,2020-09-18,INV-000815,Damaged for Elite Action Figure
816,170,Stock In,108,2021-07-03,INV-000816,Stock In for BrandA Tea Set
817,199,Adjustment,10,2021-10-24,INV-000817,Adjustment for BrandC Self-Help Book
818,134,Stock Out,-32,2021-12-08,INV-000818,Stock Out for BrandB Biography
819,367,Adjustment,-9,2022-10-26,INV-000819,Adjustment for BrandD Air Freshener
820,277,Stock Out,-9,2023-02-24,INV-000820,Stock Out for Elite Camera
821,153,Return,8,2023-11-08,INV-000821,Return for BrandB Tire Gauge
822,383,Damaged,-3,2020-07-03,INV-000822,Damaged for BrandC Craft Paper
823,42,Adjustment,-17,2022-05-16,INV-000823,Adjustment for Basic Vitamins
824,173,Return,9,2022-11-06,INV-000824,Return for BrandE Water Bottle
825,477,Stock In,98,2022-01-04,INV-000825,Stock In for BrandC Jeans
826,248,Return,2,2023-11-19,INV-000826,Return for Deluxe Bicycle
827,185,Adjustment,3,2022-05-01,INV-000827,Adjustment for BrandE Paint Set
828,366,Return,2,2022-05-12,INV-000828,Return for Premium Coffee Maker
829,487,Return,9,2023-04-07,INV-000829,Return for BrandB Phone Mount
830,249,Adjustment,-18,2023-03-04,INV-000830,Adjustment for BrandD Coffee Beans
831,53,Stock Out,-27,2021-05-04,INV-000831,Stock Out for Premium Coffee Beans
832,444,Return,5,2022-04-14,INV-000832,Return for BrandA Lamp
833,45,Stock In,97,2023-03-10,INV-000833,Stock In for Elite Chocolate
834,58,Adjustment,0,2020-09-01,INV-000834,Adjustment for BrandE Air Freshener
835,123,Return,2,2020-05-26,INV-000835,Return for Premium Tea Set
836,145,Stock Out,-14,2023-04-17,INV-000836,Stock Out for BrandE Sneakers
837,54,Adjustment,6,2021-01-19,INV-000837,Adjustment for Basic Vacuum Cleaner
838,75,Stock Out,-9,2021-06-18,INV-000838,Stock Out for BrandB Bedding Set
839,153,Adjustment,-16,2022-11-12,INV-000839,Adjustment for BrandB Tire Gauge
840,80,Stock Out,-24,2022-03-19,INV-000840,Stock Out for BrandC Face Cream
841,59,Damaged,-4,2020-05-17,INV-000841,Damaged for Elite Plant Pot
842,347,Damaged,-2,2020-06-15,INV-000842,Damaged for Premium Phone Mount
843,109,Stock Out,-42,2023-12-23,INV-000843,Stock Out for BrandB Toy Car
844,370,Return,10,2022-07-12,INV-000844,Return for BrandD Camera
845,380,Adjustment,15,2023-12-04,INV-000845,Adjustment for Standard Vitamins
846,88,Return,10,2022-09-22,INV-000846,Return for Elite Protein Bar
847,184,Damaged,-3,2022-12-12,INV-000847,Damaged for BrandA Perfume
848,392,Return,10,2022-11-05,INV-000848,Return for BrandB Tea Set
849,332,Damaged,-4,2021-02-09,INV-000849,Damaged for BrandB Coffee Beans
850,90,Stock In,156,2022-05-20,INV-000850,Stock In for Deluxe Phone Mount
851,106,Stock Out,-4,2021-12-12,INV-000851,Stock Out for BrandB Hat
852,69,Stock Out,-32,2023-07-08,INV-000852,Stock Out for BrandE Tent
853,387,Stock In,76,2023-12-22,INV-000853,Stock In for Standard Toy Car
854,237,Stock Out,-25,2023-03-14,INV-000854,Stock Out for Elite Paint Set
855,54,Stock Out,-12,2021-12-12,INV-000855,Stock Out for Basic Vacuum Cleaner
856,271,Damaged,-1,2022-05-14,INV-000856,Damaged for Standard Bicycle
857,448,Adjustment,-12,2021-04-26,INV-000857,Adjustment for BrandD Protein Bar
858,112,Stock In,40,2020-10-01,INV-000858,Stock In for BrandE Cookbook
859,331,Return,5,2022-04-10,INV-000859,Return for Basic Craft Paper
860,98,Damaged,-1,2020-08-14,INV-000860,Damaged for Basic Science Textbook
861,247,Return,7,2021-02-21,INV-000861,Return for BrandD Self-Help Book
862,251,Stock In,165,2020-07-04,INV-000862,Stock In for BrandA Dress
863,132,Damaged,-5,2022-05-20,INV-000863,Damaged for Deluxe Action Figure
864,277,Stock Out,-30,2023-10-29,INV-000864,Stock Out for Elite Camera
865,254,Stock In,144,2022-01-13,INV-000865,Stock In for Standard Chocolate
866,311,Adjustment,-6,2022-03-06,INV-000866,Adjustment for Basic Laptop
867,497,Stock In,117,2020-11-03,INV-000867,Stock In for Elite Lamp
868,78,Stock Out,-13,2020-01-25,INV-000868,Stock Out for BrandD Smart Watch
869,210,Return,4,2021-12-14,INV-000869,Return for BrandD Jeans
870,444,Return,8,2021-02-26,INV-000870,Return for BrandA Lamp
871,196,Adjustment,11,2022-07-20,INV-000871,Adjustment for Elite Shampoo
872,441,Adjustment,5,2023-06-24,INV-000872,Adjustment for BrandC Sneakers
873,110,Adjustment,-10,2023-05-30,INV-000873,Adjustment for Premium Tire Gauge
874,321,Damaged,-3,2020-05-12,INV-000874,Damaged for BrandA Coffee Beans
875,151,Stock In,86,2020-01-18,INV-000875,Stock In for Deluxe Doll
876,191,Stock In,65,2020-11-22,INV-000876,Stock In for BrandE Glue Set
877,234,Return,4,2020-02-07,INV-000877,Return for Premium Glue Set
878,283,Stock Out,-49,2020-09-18,INV-000878,Stock Out for BrandB Chocolate
879,401,Adjustment,13,2020-12-22,INV-000879,Adjustment for BrandB Coffee Maker
880,423,Return,5,2023-11-23,INV-000880,Return for BrandE Hat
881,444,Return,4,2021-10-27,INV-000881,Return for BrandA Lamp
882,404,Stock Out,-44,2021-04-14,INV-000882,Stock Out for Elite Self-Help Book
883,421,Adjustment,6,2020-06-14,INV-000883,Adjustment for BrandC Board Game
884,328,Stock In,152,2022-11-20,INV-000884,Stock In for Elite Glue Set
885,167,Stock Out,-1,2021-05-12,INV-000885,Stock Out for BrandA Tire Gauge
886,9,Damaged,-1,2023-11-07,INV-000886,Damaged for BrandE Lamp
887,92,Return,10,2021-11-05,INV-000887,Return for BrandA Bicycle
888,163,Damaged,-4,2020-10-11,INV-000888,Damaged for Premium Bedding Set
889,351,Stock In,153,2021-11-16,INV-000889,Stock In for BrandB Car Mat
890,453,Stock Out,-42,2023-09-23,INV-000890,Stock Out for Standard Craft Paper
891,37,Stock In,191,2020-07-29,INV-000891,Stock In for Basic Sneakers
892,227,Stock In,177,2020-12-01,INV-000892,Stock In for BrandE Tablet
893,109,Damaged,-1,2022-08-13,INV-000893,Damaged for BrandB Toy Car
894,368,Return,10,2020-03-02,INV-000894,Return for BrandA Plant Pot
895,319,Stock Out,-41,2022-03-12,INV-000895,Stock Out for BrandB Smart Watch
896,463,Return,7,2022-03-16,INV-000896,Return for Deluxe Science Textbook
897,89,Stock Out,-26,2023-08-26,INV-000897,Stock Out for Premium Water Bottle
898,249,Damaged,-3,2022-09-10,INV-000898,Damaged for BrandD Coffee Beans
899,277,Stock Out,-33,2020-05-30,INV-000899,Stock Out for Elite Camera
900,296,Stock Out,-11,2022-04-28,INV-000900,Stock Out for Elite Coffee Beans
901,491,Adjustment,17,2022-11-21,INV-000901,Adjustment for Basic Board Game
902,449,Adjustment,1,2020-01-21,INV-000902,Adjustment for Deluxe Protein Bar
903,268,Stock Out,-13,2023-11-01,INV-000903,Stock Out for BrandB Plant Pot
904,325,Return,10,2020-04-10,INV-000904,Return for Premium Coffee Beans
905,59,Stock Out,-43,2023-09-21,INV-000905,Stock Out for Elite Plant Pot
906,431,Damaged,-3,2020-03-04,INV-000906,Damaged for Elite Smart Watch
907,223,Stock Out,-32,2022-01-09,INV-000907,Stock Out for BrandE Chocolate
908,288,Stock Out,-23,2023-07-20,INV-000908,Stock Out for BrandE Headphones
909,296,Stock Out,-43,2020-08-08,INV-000909,Stock Out for Elite Coffee Beans
910,493,Stock Out,-10,2023-12-26,INV-000910,Stock Out for BrandC Perfume
911,216,Adjustment,1,2020-09-15,INV-000911,Adjustment for BrandD Smartphone
912,460,Return,6,2022-04-29,INV-000912,Return for BrandB Paint Set
913,115,Return,2,2023-04-07,INV-000913,Return for Elite Craft Paper
914,194,Adjustment,-17,2021-05-26,INV-000914,Adjustment for Standard Protein Bar
915,413,Stock In,104,2022-04-04,INV-000915,Stock In for Elite Craft Paper
916,345,Damaged,-4,2023-02-11,INV-000916,Damaged for Deluxe Tea Set
917,490,Stock In,126,2020-05-17,INV-000917,Stock In for BrandB Bedding Set
918,275,Stock Out,-45,2022-03-26,INV-000918,Stock Out for BrandA Sneakers
919,54,Adjustment,-11,2021-08-04,INV-000919,Adjustment for Basic Vacuum Cleaner
920,61,Damaged,-3,2023-01-14,INV-000920,Damaged for BrandA Vitamins
921,14,Damaged,-1,2022-10-22,INV-000921,Damaged for BrandB Bedding Set
922,176,Adjustment,-10,2023-05-12,INV-000922,Adjustment for BrandE Phone Mount
923,13,Damaged,-2,2022-11-05,INV-000923,Damaged for BrandD Backpack
924,242,Damaged,-2,2020-01-09,INV-000924,Damaged for BrandB Smart Watch
925,478,Stock In,93,2020-09-04,INV-000925,Stock In for BrandA Air Freshener
926,82,Adjustment,17,2022-08-14,INV-000926,Adjustment for BrandC Hat
927,345,Return,8,2022-04-27,INV-000927,Return for Deluxe Tea Set
928,346,Adjustment,16,2020-07-01,INV-000928,Adjustment for Standard Puzzle
929,54,Stock Out,-26,2020-06-22,INV-000929,Stock Out for Basic Vacuum Cleaner
930,46,Return,6,2022-06-21,INV-000930,Return for BrandD Sketchbook
931,239,Return,6,2020-10-08,INV-000931,Return for Elite Protein Bar
932,263,Damaged,-2,2020-10-01,INV-000932,Damaged for Premium Speaker
933,291,Return,2,2023-03-08,INV-000933,Return for Basic Jacket
934,226,Adjustment,-3,2023-12-21,INV-000934,Adjustment for Standard Speaker
935,286,Damaged,-1,2020-09-25,INV-000935,Damaged for Premium Tea Set
936,51,Damaged,-3,2023-02-24,INV-000936,Damaged for Basic Face Cream
937,201,Adjustment,17,2021-08-30,INV-000937,Adjustment for BrandB Shampoo
938,138,Stock Out,-43,2021-06-08,INV-000938,Stock Out for BrandE Board Game
939,454,Adjustment,9,2022-09-10,INV-000939,Adjustment for BrandD Protein Bar
940,133,Return,7,2020-06-06,INV-000940,Return for BrandD Self-Help Book
941,208,Stock Out,-35,2023-01-02,INV-000941,Stock Out for Deluxe Water Bottle
942,220,Return,6,2023-07-04,INV-000942,Return for Deluxe Protein Bar
943,440,Adjustment,-19,2020-03-10,INV-000943,Adjustment for Standard Sneakers
944,299,Damaged,-1,2023-11-29,INV-000944,Damaged for Premium Craft Paper
945,262,Adjustment,18,2021-12-10,INV-000945,Adjustment for Elite Board Game
946,292,Return,8,2022-11-21,INV-000946,Return for Premium Lamp
947,405,Stock Out,-10,2021-03-02,INV-000947,Stock Out for BrandA Camera
948,285,Damaged,-3,2023-04-25,INV-000948,Damaged for Basic Self-Help Book
949,39,Stock Out,-25,2020-02-01,INV-000949,Stock Out for Deluxe Yoga Mat
950,1,Stock In,158,2021-08-06,INV-000950,Stock In for BrandC Coffee Beans
951,29,Stock In,49,2023-07-28,INV-000951,Stock In for BrandD Cookbook
952,49,Return,1,2022-04-30,INV-000952,Return for Elite Science Textbook
953,54,Return,2,2023-02-24,INV-000953,Return for Basic Vacuum Cleaner
954,395,Adjustment,-6,2022-04-19,INV-000954,Adjustment for Deluxe Self-Help Book
955,405,Stock In,190,2022-12-23,INV-000955,Stock In for BrandA Camera
956,149,Return,9,2020-03-26,INV-000956,Return for BrandC Perfume
957,289,Return,3,2020-01-02,INV-000957,Return for Elite Laptop
958,499,Stock Out,-2,2021-04-02,INV-000958,Stock Out for Premium Biography
959,148,Stock Out,-36,2023-01-29,INV-000959,Stock Out for Premium Tablet
960,450,Stock In,27,2020-11-19,INV-000960,Stock In for Basic Glue Set
961,322,Stock In,157,2023-06-19,INV-000961,Stock In for Deluxe Jeans
962,79,Return,7,2022-09-03,INV-000962,Return for BrandB Puzzle
963,229,Return,4,2022-06-26,INV-000963,Return for BrandA Air Freshener
964,447,Stock Out,-2,2021-02-12,INV-000964,Stock Out for Basic Fiction Novel
965,221,Return,4,2021-08-27,INV-000965,Return for Basic Yoga Mat
966,379,Adjustment,12,2021-04-03,INV-000966,Adjustment for Standard Glue Set
967,247,Return,6,2022-05-11,INV-000967,Return for BrandD Self-Help Book
968,364,Return,1,2022-07-31,INV-000968,Return for BrandD Hat
969,58,Stock In,158,2023-07-12,INV-000969,Stock In for BrandE Air Freshener
970,451,Stock In,98,2022-04-10,INV-000970,Stock In for BrandA Biography
971,200,Adjustment,11,2021-08-10,INV-000971,Adjustment for Basic Car Mat
972,323,Stock Out,-38,2022-04-15,INV-000972,Stock Out for Basic Speaker
973,144,Return,8,2020-03-10,INV-000973,Return for Standard Air Freshener
974,222,Adjustment,-4,2022-03-11,INV-000974,Adjustment for Elite Monitor
975,15,Return,4,2023-05-15,INV-000975,Return for BrandE Car Mat
976,75,Stock Out,-5,2022-03-14,INV-000976,Stock Out for BrandB Bedding Set
977,490,Adjustment,18,2020-01-12,INV-000977,Adjustment for BrandB Bedding Set
978,487,Damaged,-3,2021-07-08,INV-000978,Damaged for BrandB Phone Mount
979,48,Return,9,2023-08-31,INV-000979,Return for BrandB Dress
980,51,Damaged,-4,2021-05-08,INV-000980,Damaged for Basic Face Cream
981,89,Stock In,100,2022-11-25,INV-000981,Stock In for Premium Water Bottle
982,33,Damaged,-4,2022-12-29,INV-000982,Damaged for BrandB Phone Mount
983,100,Stock In,24,2020-11-25,INV-000983,Stock In for Basic Garden Hose
984,227,Adjustment,-7,2020-07-12,INV-000984,Adjustment for BrandE Tablet
985,294,Stock Out,-38,2020-12-26,INV-000985,Stock Out for BrandA Camera
986,254,Return,7,2020-09-18,INV-000986,Return for Standard Chocolate
987,201,Adjustment,-3,2022-10-11,INV-000987,Adjustment for BrandB Shampoo
988,299,Damaged,-1,2023-11-06,INV-000988,Damaged for Premium Craft Paper
989,38,Stock In,154,2021-11-02,INV-000989,Stock In for Premium Coffee Beans
990,205,Damaged,-1,2021-09-18,INV-000990,Damaged for Basic Protein Bar
991,19,Stock In,33,2021-08-24,INV-000991,Stock In for Premium Tea Set
992,206,Return,2,2021-10-08,INV-000992,Return for BrandA Craft Paper
993,93,Damaged,-4,2020-01-27,INV-000993,Damaged for Deluxe Jacket
994,53,Stock In,16,2020-05-24,INV-000994,Stock In for Premium Coffee Beans
995,330,Damaged,-1,2020-03-12,INV-000995,Damaged for Basic Doll
996,322,Return,4,2022-11-29,INV-000996,Return for Deluxe Jeans
997,368,Damaged,-3,2021-06-11,INV-000997,Damaged for BrandA Plant Pot
998,374,Return,8,2023-12-23,INV-000998,Return for BrandD Self-Help Book
999,256,Stock Out,-41,2021-09-24,INV-000999,Stock Out for BrandA Dress
1000,392,Return,5,2021-05-14,INV-001000,Return for BrandB Tea Set
