product_id,product_name,category_id,brand,price,cost,stock_quantity,weight_kg,dimensions,description,created_date
473,BrandB T-Shirt,2,BrandB,160.59,68.37,2,9.21,8x26x4,High-quality t-shirt from BrandB,2020-10-03
474,BrandD Puzzle,7,BrandD,62.56,43.0,78,8.42,28x44x12,High-quality puzzle from BrandD,2021-07-03
475,Premium Backpack,4,Premium,218.49,106.39,25,8.04,15x14x7,High-quality backpack from Premium,2021-04-30
476,Standard Laptop,1,Standard,1824.95,954.27,143,5.57,35x49x10,High-quality laptop from Standard,2020-05-25
477,BrandC Jeans,2,BrandC,183.2,78.61,10,1.44,29x35x14,High-quality jeans from BrandC,2021-09-03
478,BrandA Air Freshener,8,BrandA,94.13,65.55,92,9.32,42x41x7,High-quality air freshener from BrandA,2021-07-05
479,Elite Car Mat,8,Elite,142.79,81.4,86,9.88,28x9x7,High-quality car mat from Elite,2019-10-04
480,Basic Phone Mount,8,Basic,138.76,60.12,171,2.05,45x25x11,High-quality phone mount from Basic,2019-06-20
481,Deluxe Chocolate,9,Deluxe,49.26,27.02,159,8.92,31x15x13,High-quality chocolate from Deluxe,2020-06-01
482,Standard Sketchbook,10,Standard,26.78,14.89,6,4.95,15x8x22,High-quality sketchbook from Standard,2020-05-04
483,BrandE Phone Mount,8,BrandE,75.61,40.06,10,2.8,47x34x23,High-quality phone mount from BrandE,2019-06-14
484,Standard Chocolate,9,Standard,6.41,4.24,159,0.21,41x6x11,High-quality chocolate from Standard,2021-02-18
485,Elite Tea Set,9,Elite,22.1,9.08,172,2.78,29x26x13,High-quality tea set from Elite,2021-11-15
486,Basic Glue Set,10,Basic,55.39,24.36,88,7.22,40x17x17,High-quality glue set from Basic,2020-07-30
487,BrandB Phone Mount,8,BrandB,138.3,93.44,21,8.07,25x37x5,High-quality phone mount from BrandB,2019-02-17
488,BrandB Air Freshener,8,BrandB,47.8,21.66,16,1.62,20x10x4,High-quality air freshener from BrandB,2019-01-20
489,Premium Face Cream,6,Premium,88.05,51.53,39,5.87,34x45x12,High-quality face cream from Premium,2019-08-05
490,BrandB Bedding Set,3,BrandB,46.96,20.74,190,9.27,16x10x24,High-quality bedding set from BrandB,2019-07-07
491,Basic Board Game,7,Basic,65.83,30.94,12,7.2,29x25x22,High-quality board game from Basic,2021-12-20
492,Elite Tablet,1,Elite,1644.22,1007.04,126,6.09,16x35x11,High-quality tablet from Elite,2019-05-06
493,BrandC Perfume,6,BrandC,54.7,23.19,50,2.71,39x41x8,High-quality perfume from BrandC,2019-09-11
494,BrandD Face Cream,6,BrandD,25.21,12.51,58,1.71,45x42x11,High-quality face cream from BrandD,2021-04-24
495,BrandE Makeup Kit,6,BrandE,28.08,13.35,88,7.38,38x5x22,High-quality makeup kit from BrandE,2020-05-30
496,BrandC Chocolate,9,BrandC,7.91,3.31,88,9.04,8x44x15,High-quality chocolate from BrandC,2019-06-13
497,Elite Lamp,3,Elite,25.76,16.06,22,3.25,28x49x23,High-quality lamp from Elite,2019-05-15
498,BrandE Water Bottle,4,BrandE,224.97,111.52,91,7.45,35x28x17,High-quality water bottle from BrandE,2020-09-06
499,Premium Biography,5,Premium,31.84,19.85,58,5.91,7x49x13,High-quality biography from Premium,2021-04-19
500,Elite Plant Pot,3,Elite,175.7,112.25,103,4.69,34x33x6,High-quality plant pot from Elite,2019-10-18
